"","IncidentType","Category","FloorConditions","Weather","RiskAssessment","IncidentLocation","OccurredOnEmployerPremises","InjuredPartyType","EmplType","WasProtectiveClothingWorn","WasMechHandlingEquiUsed","LengthEmplCat","TotalDaysUnfitForWork","RiddorReportable","InjuredPartysAge","Brand","Months"
"4746","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","3-5 Years",0,"N",57,"Jewson","October"
"4747","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",57,"Jewson","January"
"4748","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-5 Years",0,"N",46,"Jewson","August"
"4749","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",57,"Jewson","March"
"4750","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",35,"Jewson","November"
"4751","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",35,"Jewson","January"
"4752","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","Field Based Employee/Sales","Y","N","2-3 Years",0,"N",47,"Jewson","August"
"4753","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",46,"Jewson","May"
"4754","First Aid Injury (TF3)","Trapped by collapsing struct.","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",46,"Jewson","May"
"4755","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",46,"Jewson","August"
"4756","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","3-6 Months",0,"N",54,"Jewson","August"
"4757","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",45,"Jewson","August"
"4758","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Member Of Public","Internal Sales Office Staff","N","N","10-20 Years",0,"N",60,"Jewson","July"
"4759","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","Y","3-5 Years",0,"N",58,"Jewson","May"
"4760","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Warehouse","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",46,"Jewson","April"
"4761","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Counter Sales Staff","N","N","5-10 Years",0,"N",65,"Jewson","August"
"4762","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",45,"Jewson","December"
"4763","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",52,"Jewson","August"
"4764","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Wet","Wet/Cold","Y","Stockyard","Y","Customer","Yard/Warehouse Operative","N","N","2-3 Years",0,"N",27,"Jewson","August"
"4765","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wind","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",45,"Jewson","August"
"4766","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",54,"Jewson","June"
"4767","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","5-10 Years",0,"N",58,"Jewson","October"
"4768","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",29,"Jewson","June"
"4769","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","Machinery Operative","N","N","10-20 Years",0,"N",47,"Jewson","January"
"4770","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",55,"Jewson","August"
"4771","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",29,"Jewson","May"
"4772","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wet/Cold","Y","Stockyard","Y","Customer","Management Staff","N","N","5-10 Years",0,"N",52,"Jewson","May"
"4773","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",54,"Jewson","July"
"4774","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",58,"Jewson","August"
"4775","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",45,"Jewson","November"
"4776","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Counter Sales Staff","Y","N","10-20 Years",0,"N",65,"Jewson","December"
"4777","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",29,"Jewson","January"
"4778","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",50,"Jewson","April"
"4779","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Hot","N","Stockyard","Y","Contractor (<=10hrs/wk)","Yard/Warehouse Operative","N","N","10-20 Years",0,"N",48,"Jewson","February"
"4780","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",49,"Jewson","June"
"4781","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",36,"Jewson","February"
"4782","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",36,"Jewson","October"
"4783","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",44,"Jewson","November"
"4784","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","N","2-3 Years",0,"N",56,"Jewson","May"
"4785","First Aid Injury (TF3)","Manual Handling","Dry","Icy/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",41,"Jewson","March"
"4786","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",41,"Jewson","May"
"4787","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Member Of Public","Management Staff","N","N","10-20 Years",0,"N",57,"Jewson","July"
"4788","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",40,"Jewson","June"
"4789","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",52,"Jewson","October"
"4790","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","0-3 Months",0,"Y",30,"Jewson","March"
"4791","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",32,"Jewson","May"
"4792","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",32,"Jewson","April"
"4793","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",30,"Jewson","April"
"4794","First Aid Injury (TF3)","Manual Handling","Wet","Icy/Cold","Y","Stockyard","Y","Work Experience","MHE/Forklift Truck Operator","N","N","3-6 Months",0,"N",30,"Jewson","October"
"4795","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","2-3 Years",0,"N",40,"Jewson","July"
"4796","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",41,"Jewson","November"
"4797","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","20+ Years",0,"N",51,"Jewson","November"
"4798","First Aid Injury (TF3)","Fall from a height","Normal","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",51,"Jewson","February"
"4799","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",0,"N",71,"Jewson","May"
"4800","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",53,"Jewson","September"
"4801","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",29,"Jewson","September"
"4802","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",61,"Jewson","December"
"4803","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",53,"Jewson","April"
"4804","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","1-2 Years",0,"N",71,"Jewson","February"
"4805","First Aid Injury (TF3)","Struck against stationary object","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","1-2 Years",0,"N",34,"Jewson","November"
"4806","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",42,"Jewson","August"
"4807","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",26,"Jewson","January"
"4808","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","2-3 Years",0,"N",34,"Jewson","June"
"4809","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","N","N","3-6 Months",0,"N",40,"Jewson","November"
"4810","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",34,"Jewson","September"
"4811","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",53,"Jewson","December"
"4812","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",0,"N",42,"Jewson","July"
"4813","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",34,"Jewson","June"
"4814","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",0,"N",23,"Jewson","November"
"4815","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Part-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",71,"Jewson","February"
"4816","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Offices/Showroom","Y","Part-Time","Counter Sales Staff","N","N","3-6 Months",0,"N",27,"Jewson","April"
"4817","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Offices/Showroom","Y","Part-Time","Counter Sales Staff","N","N","3-6 Months",0,"N",65,"Jewson","January"
"4818","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Member Of Public","Yard/Warehouse Operative","N","N","1-2 Years",0,"N",28,"Jewson","October"
"4819","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","3-6 Months",0,"N",25,"Priority Plumbing","February"
"4820","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","3-6 Months",0,"N",31,"Priority Plumbing","June"
"4821","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","N","Stockyard","Y","Full-Time","Management Staff","N","N","6-12 Months",0,"N",25,"Priority Plumbing","January"
"4822","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","20+ Years",0,"N",35,"Jewson","December"
"4823","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",0,"N",33,"Jewson","May"
"4824","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","0-3 Months",0,"N",58,"Jewson","October"
"4825","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","N","N","0-3 Months",0,"N",28,"Jewson","October"
"4826","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",45,"Jewson","April"
"4827","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","1-2 Years",0,"N",21,"Jewson","August"
"4828","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Work Experience","HGV/LGV Driver","Y","N","10-20 Years",0,"N",55,"Jewson","May"
"4829","First Aid Injury (TF3)","Slipped, trip or fall (level)","Normal","Dry/Hot","Y","Production/Processing","Y","Full-Time","Yard/Warehouse Operative","N","N","6-12 Months",0,"N",43,"Jewson","June"
"4830","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Counter Sales Staff","N","N","0-3 Months",0,"N",24,"Jewson","October"
"4831","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",34,"Jewson","March"
"4832","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","Y","N","1-2 Years",0,"N",31,"Jewson","April"
"4833","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Counter Sales Staff","Y","N","3-6 Months",0,"N",24,"Jewson","August"
"4834","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",22,"Jewson","October"
"4835","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"Y",24,"Jewson","August"
"4836","First Aid Injury (TF3)","Injured by animal","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",29,"Jewson","April"
"4837","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",0,"N",53,"Graham","November"
"4838","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","Y","N","3-5 Years",0,"N",38,"Graham","April"
"4839","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",0,"N",57,"Graham","April"
"4840","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","1-2 Years",0,"N",32,"Ceramic Tile Distributors","October"
"4841","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Temporary Worker/Agency","HGV/LGV Driver","Y","Y","6-12 Months",0,"N",42,"Jewson","December"
"4842","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Temporary Worker/Agency","MHE/Forklift Truck Operator","Y","Y","20+ Years",0,"N",55,"Jewson","December"
"4843","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",70,"Jewson","May"
"4844","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",52,"Jewson","January"
"4845","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Hot","Y","Stockyard","Y","Member Of Public","Counter Sales Staff","N","N","3-5 Years",0,"N",26,"Jewson","July"
"4846","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Stockyard","Y","Contractor (<=10hrs/wk)","Management Staff","Y","Y","10-20 Years",0,"Y",46,"Jewson","March"
"4847","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Counter Sales Staff","Y","N","20+ Years",0,"N",64,"Jewson","May"
"4848","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","0-3 Months",0,"N",23,"Jewson","February"
"4849","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Hot","Y","Stockyard","Y","Customer","Internal Sales Office Staff","N","N","20+ Years",0,"N",38,"Jewson","February"
